Review ID,Review Rate,Review Time,Review Text,Review Visite
Eddie Meijer,4,il y a une semaine,(Traduit par Google) Amusant mais bondé et nourriture et boissons chères(Avis d'origine)Leuk maar wel druk en eten en drinken duur,Visité en décembre 2022
Alicia Guido,5,il y a une semaine,no comment,Visité en décembre 2022
Jana Rouhban,1,il y a une semaine,"(Traduit par Google) Nous sommes allés en famille, 6 adultes et 2 enfants très excités pour Disneyland, je suis ici depuis 3 heures et je n'ai fait qu'un seul match à cause des files d'attente. Nous avons payé 700 euros pour cette institution affamée car ils ont facturé à un enfant de 3 ans et demi le même prix qu'un adulte. 100 euros/personne. Avec les files d'attente vous avez de la chance si vous faites 3 matchs toute la journée. Peter Pan a indiqué 55 min d'attente, nous avons attendu 110min ! Seulement pour découvrir qu'il y a une file d'attente premium pour les personnes qui paient un supplément. Parce que 100 euros/personne ne suffisent pas. Scandaleux! Plus jamais!!(Avis d'origine)We went the family, 6 adults and 2 kids very excited for Disneyland, I have been here for 3 hours and I've done only 1 game because of the queues. We paid 700 Euros for this hungry institution because they charged a kid of 3 and a half yr old same price as an adult. 100 euros/person. With the queues you're lucky if you do 3 games all day. Peter Pan indicated 55 min of waiting time, we waited 110min! Only to discover that there's a premium queue for people that pay extra. Because 100 euros/person is not enough. Outrageous! Never again!!",Visité en décembre 2022
Nicolas Ciferri,5,il y a une semaine,no comment,no visite mentionned
Veronica Carrasquero,5,il y a une semaine,no comment,Visité en décembre 2022
Bastian VANNELLI,5,il y a une semaine,no comment,no visite mentionned
KERGUS Magali,5,il y a une semaine,no comment,Visité en décembre 2022
Kenichi Tono,5,il y a une semaine,no comment,no visite mentionned
Alexandre DUNAND-PALLAZ,4,il y a une semaine,no comment,Visité en décembre 2022
diego fernando burbano rodriguez,5,il y a une semaine,no comment,Visité en décembre 2022
Bane the Ripper,5,il y a une semaine,no comment,no visite mentionned
Antonella Mels,5,il y a une semaine,no comment,Visité en décembre 2022
E J Zampieri,5,il y a une semaine,no comment,Visité en décembre 2022
Nancy Basta,5,il y a une semaine,no comment,Visité en décembre 2022
Be You,5,il y a une semaine,"(Traduit par Google) Une expérience formidable étant un habitué de Disney World, aller à Disney Paris frappe différemment. Les lignes sont grandes pour entrer dans le parc. Très peu de photographes principalement avec des personnages pas vraiment autour du parc donc le photopass n'en valait vraiment pas la peine. Le premier ministre de Disney était génial, surtout que nous n'étions là que pour 2 jours où nous avons pu faire tous les manèges! Globalement c'était une bonne expérience!(Avis d'origine)Awesome experience being a regular at disney world, going to disney paris hits different. The lines are big to enter the park. Very little photographers mainly with characters no really around the park so the photopass was not worth it really.   Disney premier was awesome specially since we were only here for 2 days where able to do all the rides! Overall it was a great experience!",Visité en décembre 2022
the mat royal gang,5,il y a une semaine,no comment,Visité en décembre 2022
mine et craft,1,il y a une semaine,no comment,Visité en décembre 2022
BUSTER BUNNY,1,il y a une semaine,no comment,Visité en décembre 2022
juliette _ctps,5,il y a une semaine,"ABSOLUMENT MAGIQUE !!!!! Ce n’est pas pour rien que l’on retourne en enfance quand on va à Disney !!!! Le charme des lieux est incroyable, ça nous fait rêver en terme de décors. Les attractions à sensations fortes comme Indiana Jones, Hyper Space Mountain ou encore le train de la mine sont beaucoup trop biens ! On a pas eu énormément de temps d’attente (c’était en pleine semaine hors période de vacances scolaires) ce qui a fait qu’on a pû en profiter un maximum !!!! Le seul soucis c’est que je veux trop y retourneeeeeeeer :’(adieu mon argent",Visité en décembre 2022
jonathan benito,5,il y a une semaine,no comment,no visite mentionned
Έφη Δρακοπούλου,4,il y a une semaine,"(Traduit par Google) Lieu magique pour petits et grands ! Les points négatifs sont sans aucun doute la difficulté de communiquer en anglais, les longues files d'attente (elles dépassaient 1 voire 2 heures dans certains cas), ainsi que l'augmentation du coût de la nourriture, de l'eau, etc. (les cartes n'étaient pas acceptées partout). Néanmoins, une expérience unique, avec des défilés et des représentations théâtrales très divertissants, des manèges pour tous les goûts et un spectacle vraiment magique avec un feu d'artifice en fin de journée !(Avis d'origine)Μαγικό μέρος για παιδιά και ενήλικες! Στα αρνητικά αναφέρεται σίγουρα η δυσκολία επικοινωνίας στα αγγλικά, οι μεγάλες ουρές (ξεπερνούσαν τη 1 ακόμα και τις 2 ώρες σε κάποιες περιπτώσεις), καθώς και το αυξημένο κόστος για φαγητό, νερό κτλ (δεν δεχόντουσαν παντού κάρτα). Παρόλα αυτά μοναδική εμπειρία, με πολύ διασκεδαστικές παρελάσεις και θεατρικές παραστάσεις, rides για όλες τις προτιμήσεις και ένα πραγματικά μαγικό show με πυροτεχνήματα στο κλείσιμο της ημέρας!",Visité en décembre 2022
Frank van den Heuvel,5,il y a une semaine,(Traduit par Google) Encore une fois apprécié 4 beaux jours. Surtout le spectacle D-Light était très impressionnant 👍(Avis d'origine)Wederom genoten van 4 mooie dagen. Vooral de D-Light show was errug indrukwekkend 👍,Visité en décembre 2022
Sara Al,5,il y a une semaine,"(Traduit par Google) Dieu, les souvenirs sont un rêve d'enfance pour les vieux avant les jeunes. Ça vaut le détour. Amusant et confortable. La chose la plus importante dont j'ai bénéficié est l'application Disney. Je conseille à quiconque de la télécharger.(Avis d'origine)الله الذكريات حلم الطفولة للكبير قبل الصغير يستحق الزيارة ممتع ومريح اكثر شيء استفدت منه تطبيق ديزني انصح اي احد يحمله اذا بيروح يختصر عليك اليوم بأكمله",Visité en décembre 2022
Virginie Gautier,5,il y a une semaine,no comment,Visité en décembre 2022
Nancy BUCCI CASSORLA,2,il y a une semaine,"La magie de Noël et du reste a disparu.Seule la place centrale et main street décorées un peu scintillantes, le reste du parc rien de plus. Des tarifs dans les boutiques à tomber par terre. Des temps de file d’attente communiqués pas conformes au temps réel des files, les stands pop corn et gâteaux qui n’ont finalement que du pop-corn… la pingrerie même dans les restos: à l’Agraba, avant quand on prenait 4 thes la théière était sur la table avec un peu de rab pour les gourmands, maintenant 4 verres à thé et pas une goutte de plus… c’est l’attention portée aux détails qui faisait la magie. Où qu’on aille, quoi qu’on regarde, le visiteur n’est vraiment plus qu’un pigeon…J’y vais régulièrement en famille depuis 20 ans sans illusion sur la considération portée aux clients mais là ça vole vraiment bas. Jamais le parc n’a été aussi décevant.",Visité en décembre 2022
Lucas Freire,5,il y a une semaine,no comment,Visité en décembre 2022
marcelo airoso,5,il y a une semaine,no comment,Visité en décembre 2022
Patrick Hauchard,4,il y a une semaine,no comment,no visite mentionned
Fiona Ghilarducci,5,il y a une semaine,no comment,Visité en décembre 2022
Yo L,1,il y a une semaine,no comment,Visité en décembre 2022
frederic rouillon,5,il y a une semaine,no comment,Visité en décembre 2022
Tat Tat,5,il y a une semaine,no comment,Visité en décembre 2022
Kevin Hullegien,5,il y a une semaine,no comment,Visité en décembre 2022
Ludovic Drappier,5,il y a une semaine,no comment,Visité en décembre 2022
Danny Hullegien,5,il y a une semaine,no comment,Visité en décembre 2022
TJ Jaranilla,5,il y a une semaine,no comment,Visité en décembre 2022
Dimitris Tragiannidis,5,il y a une semaine,no comment,Visité en décembre 2022
Manuel La Porta,1,il y a une semaine,"(Traduit par Google) Visité le parc des studios Marvel aujourd'hui une déception totale pour 300 euros par jour je m'attendais à un peu plus. Je ne laisse qu'une étoile car on ne peut pas en avoir moins sinon j'aurais mis 0. Des files d'attente interminables aux jeux et des coûts supplémentaires pour les attractions, une honte indescriptible. De loin les meilleurs parcs italiens !!(Avis d'origine)Visitato oggi il parco Marvel studios una delusione totale  per 300 euro al giorno mi sarei aspettato qualcosina in più . Lascio solo una stella perché meno non si può altrimenti avrei messo 0 . File interminabili ai giochi e costi aggiuntivi per le attrazioni una vergogna indescrivibile . I parchi italiani di gran lunga migliori !!",Visité en décembre 2022
Michael Psaltis,5,il y a une semaine,no comment,Visité en décembre 2022
Ion Florea,4,il y a une semaine,no comment,Visité en décembre 2022
Inge Neuteboom,5,il y a une semaine,no comment,no visite mentionned
Stavros Gkavezos,5,il y a une semaine,no comment,Visité en décembre 2022
cregg green,5,il y a une semaine,"(Traduit par Google) Les deux parcs sont incroyables,le personnel est encore mieux.Le seul problème est que la nourriture est si chère avec un goût minimal. Quand je dépense près de 20 € pour un repas de restauration rapide, je veux au moins un peu de saveur.(Avis d'origine)Both parks are amazing,the staff are even better.Only issue is the food is so expensive with minimal taste. When i spend almost €20 on a fast food meal i atleast want abit of flavour.",Visité en décembre 2022
Filippo Boldrin,1,il y a une semaine,no comment,Visité en décembre 2022
Gérard Monteso,5,il y a une semaine,no comment,Visité en décembre 2022
Jose Vicente García Nuñez,5,il y a une semaine,no comment,Visité en décembre 2022
Cuida't Esplugues de Llobregat,5,il y a une semaine,no comment,Visité en décembre 2022
Marta Morell,5,il y a une semaine,no comment,no visite mentionned
emilie plaud,3,il y a une semaine,no comment,Visité en décembre 2022
Kénny Tïnas,5,il y a une semaine,no comment,Visité en décembre 2022
Oleksandra Skliarova,2,il y a une semaine,"(Traduit par Google) Très décevant!!! Tout ici n'est pas fait pour les gens, sauf uniquement pour les propriétaires. Pourquoi me suis-je inscrit en 3 mois ? Je pensais que les places étaient limitées pour qu'il n'y ait pas de files d'attente folles. Mais non, même avec un pass rapide, le temps d'attente peut aller jusqu'à 2h, ce dernier coûte d'ailleurs 17€ au lieu de 9€. Le parc n'est pas conçu pour l'hiver. Ni le chauffage ni un auvent contre la pluie ne sont fournis. Tout a été fait pour que je puisse acheter un billet et partir rapidement. Je ne recommande pas. Il y a des parcs dans lesquels tout est prévu, et les prix sont plus bas.(Avis d'origine)Дуже розчарування !!! Тут все зроблено не для людей, хіба що тільки для власників. Навіщо я реєструвалася за 3 місяці? Думала, що місця ограничено , щоб не було шалених черг. Але ні, навіть з fast pass час очікування до 2 годин, останній , до речі, коштує не 9€, а вже 17€. Парк не продуманий для зимового часу. Ні обогреву, ні навісу від дощу не передбачено. Все зроблено так, щоб купив білет та швидко звідти пішов. Не рекомендую. Є парки, в котрих то все передбачено , а ціни нижче .",Visité en décembre 2022
anna sarpone,5,il y a une semaine,no comment,Visité en décembre 2022
Γεωργια Παπαδακη,5,il y a une semaine,no comment,Visité en décembre 2022
Mélanie Lenen,5,il y a une semaine,no comment,no visite mentionned
A chil,5,il y a une semaine,no comment,Visité en décembre 2022
Fabrice Dilhuit,4,il y a une semaine,no comment,Visité en décembre 2022
JULIEN QUÉINNEC,5,il y a une semaine,no comment,Visité en décembre 2022
Céline Garnier,3,il y a une semaine,no comment,Visité en décembre 2022
Oanell Tétart,4,il y a une semaine,no comment,Visité en décembre 2022
Jørund Heimholt,5,il y a une semaine,no comment,Visité en décembre 2022
Daupin Noaly,3,il y a une semaine,"C’est toujours un plaisir de venir à Disneyland Paris. C’était vraiment génial.Bien sûr il y a un « MAIS ». Je n’étais encore jamais venue en période de Noël et je m’attendais à quelque chose d’extraordinaire pour l’occasion SACHANT que c’était les 30 ans du parc. Malheureusement niveaux décorations, c’était vraiment très pauvre et ça ne dépassait la grande allée menant au château de la Belle au Bois Dormant. Pareil pour le Parc Studio où il n’y avait rien, mis à part quelques guirlandes.Je n’ai pas vu de parades … à par un pauvre char multicolore avec plus de danseurs que de personnages Disney. Très déçue également des boutiques qui n’avaient plus autant de choix que lorsque j’étais venue auparavant : pas de stylo (merci mais je ne viens pas jusqu’à Disney pour acheter des bic sinon je vais à Carrefour), peu de choix de porte clé, idem pour les bijoux..) et bien sûr, rien de bien en dessous de 20€.J’avais oublié comme c’était cher : 4 PARTS pizzas, une salade et 4 boissons 90€ … je crois que le cassier aurait pu prendre ma tête en photo, j’ai cru qu’il blaguait.Maintenant avec tous les mondes (Marvel, Star Wars), j’ai l’impression que les personnages traditionnels Disney s’effacent. Je comprends la modernité et le fait de devoir faire plaisir à tout le monde. Mais je viens à Disney pour voir du Disney ! Pour le coup j’ai préféré le Parc Studio, car l’autre s’est révélé vieillissant et pas si exceptionnel en période de Noël.Dommage pour un 22 et 23 décembre où nous avions réservé hôtel et demi pension. J’aurai su, je serai restée au chaud chez moi et j’aurai plutôt organisé un séjour en été.Je préférais le Disney d’avant.Concernant l’hôtel New York rien à dire : grandes chambres, services au top, personnels agréables, piscine et salle de sport. Seul point négatif : la taille du parking qui était plein à notre arrivée.À savoir quand vous payer l’hôtel vous avez l’entrée des deux parcs en illimité durant tout votre séjour + accès aux parcs 1h avant l’ouverture publique.Ce qui n’a pas changé, c’est la propreté des deux parcs et le personnel qui est agréable et continue à nous plonger dans leurs univers.",Visité en décembre 2022
CHLOE COUTADEUR,5,il y a une semaine,no comment,Visité en décembre 2022
Alvaro,5,il y a une semaine,"(Traduit par Google) Incroyable parc pour adultes et enfants pour vivre une expérience unique. Fortement recommandé de voyager à tout moment, y compris pendant la période de Noël pour la magie et la décoration du lieu.(Avis d'origine)Increíble parque para disfrutar adultos y niños de una experiencia única. Muy recomendable viajar en cualquier época, incluido durante el periodo navideño por la magia y decoración del lugar.",Visité en décembre 2022
Frederic Germain,5,il y a une semaine,"Bravo sur toute la ligne à l’exception d’un temps déplorable mais totalement indépendant des bonnes volontés qui nous ont accueilli ce 20 décembre.Deux Parcs sur le 31 ou faisant partie des premiers pionniers il y a 30 ans les lieux semblent avoir passé au travers des affres du temps. Mais il suffit de lever la tête pour découvrir des travaux en cours partout ou presque. Un Acceuil chaleureux et des spectacles qui font rêver des jours durant ensuite, une application qui sur le portable nous a  permis de jongler dans les attractions sans grandes attentes et de faire le tour de presque tout en une journée. Et un festin pour un prix très honnête au restaurant à deux pas de la Maison hantée avec un service irréprochable.Et bien évidemment la cerise sur le gâteau avec le spectacle de clôture qui nous a tous ébahis malgré une pluie battante et une attente interminable due aux caprices météorologiques 🌪Bravo pour cette osmose qui montre le bien être parfois tant décrié.",Visité en décembre 2022
Claudia Tortora,5,il y a une semaine,no comment,Visité en décembre 2022
Marina Lawton,5,il y a une semaine,"(Traduit par Google) Un endroit absolument incroyable à voir et beaucoup à faire, même votre propre camp de merveilles et rencontrer l'un de vos héros, mais vous devez rejoindre un repère virtuel pour rencontrer l'un d'eux et c'est mieux si vous téléchargez l'application Disney sur votre téléphone pour vous déplacer et si vous êtes handicapé, rendez-vous à la mairie et demandez un laissez-passer handicapé afin de ne pas avoir à vous joindre à de longues files d'attente, mais vous aurez besoin d'une preuve d'invalidité pour en obtenir un.(Avis d'origine)Absolutely amazing place to see and lots to do even got there own marvel camp and meet with one of your hero's but have to join a virtual cue to meet one of them and it's better if you download the Disney app to your phone to get around and if you're disabled go to the city hall and ask for a disabled pass so you don't have to join any long cues but you will need proof of disability to get one.",Visité en décembre 2022
Eve Reixach Y Clagostera,5,il y a une semaine,no comment,Visité en décembre 2022
Marie-grâce Ahnouche,4,il y a une semaine,"J'adore et tous le personnels sont toujours de très bonne humeur et d'une gentillesse irréprochable. Si ça pouvait être comme ça a l'extérieur du parc. C'est la magie de Disney.Un petit bémol a l'attraction phantom Manor a l'intérieur des gens utilisent des flashs avec leurs caméra alors que c'est interdit  , ça gâche tout.",Visité en septembre 2020
stephanie teixeira,5,il y a une semaine,no comment,Visité en décembre 2022
Christian Blaum,2,il y a une semaine,(Traduit par Google) Beaucoup trop cher ... de longs temps d'attente pour des courses de 5 minutes ... il y a de bien meilleurs parcs à visiter.(Avis d'origine)Way too expensive...long waiting times for 5 min runs....there are much better parks to visit.,Visité en décembre 2022
Andreas,1,il y a une semaine,no comment,Visité en décembre 2022
laetitia doguet,4,il y a une semaine,no comment,Visité en décembre 2022
Céline Bentalia,5,il y a une semaine,no comment,Visité en décembre 2022
Gianluca Zaratti,4,il y a une semaine,"(Traduit par Google) Expérience hors du temps, pour tout âge, merveilleux est le mot. Je déteste souligner que parfois le personnel n'est pas du tout amical et que la magie disparaît pendant quelques minutes. . .(Avis d'origine)Experience out of time, for any age, wonderful is the word. I hate to highlight sometimes personell is nor friendly at all and magic vanishes for some minutes...",Visité en décembre 2022
Luca Cirica,5,il y a une semaine,no comment,Visité en décembre 2022
Joao Grabulho,1,il y a une semaine,"Service pitoyable,Je possède 7 pass Infinity (valeur 3500 euros) acheté au 1/12/2022 je reçois les pass à la maison le 12s /12 et le 28/12 je me rend compte que mes pass sont bloqués paiement (à jour). Je vais donc à Disneyland(1heure de chez moi allé retour) ou je tombe sur une fille très arrogante et un responsable incompétent car il peut pas nous aidé à part communiquer un numéro de téléphone (service financier) impossible de les avoir au téléphones (ils sont peut être tous en vacances). Je me retrouve avec 7 pass bloqués et 1 mois de perdu…..bravo à Disneyland Paris pour leur service client.Je vous met pas 0 parce que c’est pas possible.",Visité en décembre 2022
Tere Salina,5,il y a une semaine,no comment,Visité en décembre 2022
Katia 2020,5,il y a une semaine,"(Traduit par Google) Un rêve devenu réalité, inoubliable je répéterais 10 fois 🤩😍(Avis d'origine)Un sueño echo realidad, inolvidable repetiría 10 veces 🤩😍",Visité en décembre 2022
Obaid Al Zaabi,1,il y a une semaine,(Traduit par Google) Ne perdez pas votre temps..les jeux sont vieux et pas nettoyés..A chaque match on attend pas moins d'une heure !!!!Au total 8 heures nous n'avons joué que 4 parties !!!!Je souhaite que Disneyland apprenne de Ferrari World - Warner Brother à Abu Dhabi - EAU(Avis d'origine)Dont waste your time ..the games are old & not cleaned..Every game we wait not less than an hour !!!!In total of 8 hours we played only 4 games !!!!I wish Disneyland learn from Ferrari World - Warner Brother in Abu Dhabi - UAE,Visité en décembre 2022
Lesley Tjong,4,il y a une semaine,(Traduit par Google) 1 des plus beaux parcs. C'est juste dommage qu'il y ait toujours autant de monde...(Avis d'origine)1 van de mooiste parken. Alleen spijtig dat het altijd zo druk is...,Visité en décembre 2022
Antoine Amador,1,il y a une semaine,no comment,Visité en décembre 2022
Abdul wahab Shahid,4,il y a une semaine,no comment,Visité en décembre 2022
Productions 233,5,il y a une semaine,no comment,Visité en juillet 2022
Julien Colin,5,il y a une semaine,no comment,Visité en décembre 2022
Auré C,3,il y a une semaine,"Avis mitigé… Je vais à Disneyland depuis l’ouverture du parc. Cela faisait presque 3 ans que je n’étais pas venu et je remarque que ça a bien changé. C’était déjà une pompe à fric mais c’est pire maintenant. C’est dommage parce que ça perd de sa magie. Du moins pour les adultes. 30€ le parking - 15€ pour un spectacle (pour être sur d’avoir sa place) - menu burger/frite/boisson 16 à 20€ sans le dessert maintenant et le prix a augmenter évidemment - A l’attraction buzz plus possible de voir sa photo sans payer, et j’en passe…",Visité en décembre 2022
Geoffrey Jeanne,1,il y a une semaine,no comment,Visité en décembre 2022
Bertrand,5,il y a une semaine,"Exceptionnel, 30 ans plus tard la magie opéré comme au premier jour, j'ai pu transmettre les étoiles que j'avais eu , à mes enfants... merci de nous faire rêver!Nb: les temps d'attente avec des enfants en bas âge sont un peu difficile...",Visité en décembre 2022
Peloarbusto,4,il y a une semaine,no comment,Visité en décembre 2022
Behroz Shah Barekzai,5,il y a une semaine,no comment,Visité en décembre 2022
Guillaume Shi,5,il y a une semaine,no comment,no visite mentionned
Christophe Blanc,5,il y a une semaine,no comment,Visité en décembre 2022
Julie Gattolliat,5,il y a une semaine,no comment,Visité en décembre 2022
Charlene Sciberras,5,il y a une semaine,no comment,Visité en décembre 2022
Silvia M,5,il y a une semaine,no comment,Visité en décembre 2022
Gaia Moschetti,5,il y a une semaine,no comment,Visité en décembre 2022
Mr guateo,1,il y a une semaine,De la pure m****Passage le 28/12Merci de ne pas inscrire sur le bas du billet que le jour doit être réservé cela évite le déplacement inutile.C'EST ASSEZ LOGIQUE de le mettre en grosse lettres sur le billet pour éviter les mauvaises surprises surtout quand ce billet est offert à Noël!Quand un billet est acheté je ne comprends pas pourquoi on ne peut pas rentrer avec!!De plus parking a 30€ non rembourse bien sûr!Bye,Visité en décembre 2022
Ophelie Mainier,5,il y a une semaine,no comment,Visité en décembre 2022
Don Catimbang,5,il y a une semaine,no comment,Visité en décembre 2022
Mariana Murat,5,il y a une semaine,no comment,Visité en décembre 2022
Anton Ego,5,il y a une semaine,no comment,Visité en décembre 2022
Catalin M,5,il y a une semaine,no comment,Visité en décembre 2022
Natamatilda Natamatilda,1,il y a une semaine,"(Traduit par Google) Très déçu!!!!! Parc à moitié ressources….. nous avons payé 105 € par personne pour les adultes et 85 € pour les enfants et la moitié des attractions étaient fermées ou en panne… argent gaspillé…. en une journée entière nous avons réussi à monter sur 8 attractions… toutes les l'espace enfants était totalement fermé.très agréable à regarder et c'est tout, je dirais un parc féérique sans animations, sans parler des prix, que ce soit de l'eau ou des glaces ou un sachet de chips pour 0,50 centimes, vous paierez 3,50 €.Il y a plus de magasins et de restaurants que d'attractions, je dirais que c'est un parc d'affaires plutôt qu'un parc d'attractions. Personnel réduit de moitié, Sans aucun doute c'est beau mais seulement à voir et pour les tout petits. J'ai aimé le défilé, le reste était très décevant. Le train à l'entrée est très triste car il tourne derrière les attractions et dans les arbres et on ne voit rien, une perte de temps. Les seules belles attractions du parc sont : la maison hantée, les pirates des caraïbes, le buz.Décevant Gardaland est bien mieux !!!!!(Avis d'origine)Molto delusa!!!!! Parco a metà delle risorse….. abbiamo pagato 105€ a persona per gli adulti e 85€ per i bambini e metà delle attrazioni erano chiuse o in panne… soldi buttati….in una giornata intera siamo riusciti a salire su 8 attrazioni… tutta l’area dei piccoli era chiusa totalmente.molto bello da vedere e basta, direi un parco favolistico senza divertimento, per non parlare dei prezzi che sia acqua che sia gelato o sacchetto di patatine da 0,50 cent lo pagherete 3,50€.Vi sono più negozi e ristoranti che attrazioni, lo definirei un parco commerciale piuttosto che un parco divertimenti. Personale dimezzato,Senza alcun dubbio é bello ma solo da vedere e per bimbi piccolissimi. La parata mi é piaciuta il resto molto deludente. Il treno all’ingresso é tristissimo in quanto fa un giro dietro alle attrazioni e in mezzo agli alberi e non si vede nulla, una perdita di tempo. Le uniche attrazioni belle del parco sono: la casa dei fantasmi, i pirati dei Caraibi, buz.Deludente gardaland é molto meglio!!!!!",Visité en décembre 2022
Aym Vin,1,il y a une semaine,"(Traduit par Google) Clairement une perte de temps et d'argent. Très cher de ne faire que 3 à 4 attractions à cause de cet endroit terriblement fréquenté, même avec un pass. 90 minutes de file d'attente pour chaque attraction. Préférez le parc Astérix, vous ne perdrez rien en changeant de plan(Avis d'origine)Clearly a waste of time and money. Very expensive to do only 3 to 4 attractions due to this awfully crowdy place, even with a pass. 90 minutes of queue for each and every attraction. Do prefer Asterix parc, you won't lose by changing your plan",Visité en décembre 2022
Carla Ferreira,5,il y a une semaine,"(Traduit par Google) Lieu magique pour petits et grands. Professionnalisme, convivialité et organisation fantastiques!(Avis d'origine)Local mágico para crianças e adultos. Profissionalismo, simpatia e organização fantásticos!",Visité en décembre 2022
Valentina Luciana Fernández Fajardo,5,il y a une semaine,"(Traduit par Google) Magnifique parc, à ne jamais oublier, si vous y allez en été il faut apporter de quoi se couvrir comme une casquette ou de quoi s'aérer.Pour renouveler l'expérience, totalement recommandé.(Avis d'origine)Parque maravilloso, para nunca olvidar ,si vas en verano tienes que llevar algo para cubrirte como una gorra o algo para ventilarte.Para repetir la experiencia, totalmente recomendable.",Visité en juin 2022
Alexandre,5,il y a une semaine,no comment,Visité en décembre 2022
Crystalia 130,5,il y a une semaine,"Le parc est très grand avec de nombreuses zones différentes selon les envies de sensations, les âges ou les thèmes. Il y en a réellement pour tous les goûts. Étant venue avec mon compagnon les 24 et 25 décembre, le parc nous a fait retomber en enfance avec la magie de Noël et, évidemment, la magie de Disney. Nous sommes entièrement satisfaits de notre visite et nous reviendrons !Point positif : même complet, le parc est toujours très propre et le personnel reste très aimable.",Visité en décembre 2022
Rafael Lizondo,5,il y a une semaine,"(Traduit par Google) Je recommande si vous voulez monter à tous les endroits et profiter du parc, prenez le pass express, si vous n'êtes là que pour 1 à 2 jours.Puisque sans files d'attente, vous avez le temps de monter à toutes les attractions et de profiter des événements.(Avis d'origine)Recomiendo si queréis subir a todos los sitios y disfrutar del parque , sacar el pase exprés, si solo estás de 1 a 2 días.Ya que sin colas te da tiempo a subir a todas las atracciones y disfrutar de los eventos.",Visité en décembre 2022
cecile mouret,5,il y a une semaine,no comment,Visité en décembre 2022
sylvaine nguyen,4,il y a une semaine,no comment,Visité en décembre 2022
Adrien Quint,3,il y a une semaine,"(Traduit par Google) C'est un grand parc pour être honnête.Cependant, la gestion de la capacité est affreuse. même avec un pass annuel incroyablement cher, vous ne pouvez pas venir quand vous voulez, vous risquez d'être rejeté à la porte du parc car il est ""surcapacité"" si vous n'avez pas fait une réservation appropriée en plus de votre achat de billet.Voir des familles entières avec des enfants pleurer à la porte du parc me mettait mal à l'aise.J'ai vu ça plus d'une fois.. Pour cette raison, je pense que Disneyland Paris ne fait pas les choses correctement.(Avis d'origine)This is a great park to be honest.However, the management of the capacity is awful. even with an incredibly expensive annual pass, you can't come when you want, you may get rejected at the door of the park because it's ""over capacity"" if you did not made a proper reservation on top of your ticket purchase.Seeing entire families with children crying at the gate of the park made me feel uncomfortable.I've seen that more than once.. For this reason, I believe that Disneyland Paris is not doing it right.",Visité en septembre 2022
Sarah Levana,1,il y a une semaine,no comment,Visité en décembre 2022
ROGELIO YAHIR GONZALEZ PEREZ,5,il y a une semaine,no comment,Visité en décembre 2022
Pizza Victoria,2,il y a une semaine,no comment,Visité en décembre 2022
Audrey Minel,5,il y a une semaine,no comment,Visité en décembre 2022
gautier raphael,5,il y a une semaine,no comment,Visité en décembre 2022
Jerome Papa,5,il y a une semaine,no comment,Visité en décembre 2022
Johann Flegler,5,il y a une semaine,no comment,no visite mentionned
Diego Romano,5,il y a une semaine,no comment,Visité en décembre 2022
ludovic gelin,5,il y a une semaine,no comment,Visité en décembre 2022
Linda Ransom,3,il y a une semaine,"(Traduit par Google) Le parc lui-même était magique mais certains membres du personnel étaient impolis et c'est très cher une fois que vous y êtes.Un restaurant à la frontière était extrêmement grossier et cela a fait une expérience très désagréable. On nous a dit qu'ils ouvraient à 11h, il faisait un froid glacial et ils nous ont fait attendre 45 minutes avant de déverrouiller la porte. Ils étaient tous debout autour de discuter les uns avec les autres. Quand la fille a ouvert la porte, elle l'a juste poussée et l'a laissée se refermer sur nos visages, ce qui n'était pas facile car nous avions maman en fauteuil roulant. Il n'y avait pas de menus et quand j'ai demandé ce que nous pouvions avoir, elle a juste grogné et a pointé un tableau. Non bonjour non s'il vous plait non merci. La nourriture était horrible. Les côtes levées n'étaient pas cuites correctement et les frites étaient froides et le prix de 185 £ pour une famille de 4 personnes. Plus jamais !(Avis d'origine)The park itself was magical but some of the staff were rude and it is very expensive once you are in there.One restaurant in frontier land was extremely rude and it made a very unpleasant experience. We were told they opened at 11am, it was freezing cold and they made us wait 45 minutes before they unlocked the door. They were all standing around chatting with each other. When the girl opened the door she just pushed it and let it shut again in our faces which was not easy as we had mum in a wheelchair. There were no menus out and when I asked what we could have she just grunted and pointed to a board. No hello no please no thank you. The food was awful. Ribs were not cooked properly and the chips were cold and a price of £185 for a family of 4. Never again!",Visité en décembre 2022
